nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
1988,3738210,Mad Scientist,Sleeping Giant,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-sleeping-giant/3738210,12.0,N/A,3.92,209,04/02/20,"MAD SCIENTIST BARREL PROJECTRum and Bourbon Double Barrel Aged Imperial StoutCELLAR MASTER NOTESThe giant slept for a year in Barbados rum barrels, then rested half more year in a second fill Woodford bourbon barrel. The double barrel aging made it an outstandingly complex beer. It smells like the childhood memory of roasting marshmallows on the campfire. This memory is complemented by coconut and burnt sugar. The beer bids farewell with a night long mouthfeel. ",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1989,5148640,Fehér Nyúl,Mahuika,Stout - Imperial / Double,https://untappd.com/b/feher-nyul-mahuika/5148640,13.3,N/A,3.92,241,12/06/22,"Alapja ugyanaz az Imperial Stout, amire Uenuku és Tagaloa is épül. Ezúttal a blendeléshez bourbon és brandy hordókban érlelt hányadokat használtunk fel, egy izgalmas, karakteres ízprofilért.The same base Imperial Stout that is shared with Uenuku and Tagaloa, aged in a blend of Bourbon and Brandy barrels. ",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1990,5863836,Mad Scientist,Mango Cvlt,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-mango-cvlt/5863836,10.4,N/A,3.92,194,06/10/24,"MAD SCIENTIST BARREL PROJECTJamaican Rum Barrel-Aged Imperial Stout With Dried MangoCELLAR MASTER NOTES “Real smart begins when you quit quoting other people.”Sometimes it’s not that hard to tell if the sequel is better or worse than the original one. But with this one, things are getting really messy. As the second part of our 'aging imperial stouts in rum barrels and finishing them with dried fruits' miniseries (if you remember Pineapple Popup), we now used sundried mango that gave a similar vibe like pineapple: a tropical blast and the kiss of the summer built into a robust, spicy imperial stout. Who knows, maybe we'll end up as a trilogy with Papaya in the lead role! ",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1991,5507943,Mad Scientist,Night of the Witch,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-night-of-the-witch/5507943,10.2,N/A,3.92,188,09/01/23,"MAD SCIENTIST BARREL PROJECT Gin Barrel Aged Imperial Stout with Pine Nuts, Pine Buds and Juniper BerriesCELLAR MASTER NOTESIt's the night of the witch, our coven sets your heart on fire‌It would be hard to deny that we have some special feelings towards the pines, the pines, where the sun never shines, so it was just a matter of time after Lumbersexual, Timbersexual or Needles and Pins that we released a Barrel Project within this theme. Celebrating Dopelord's new record, Night of the Witch attacks with a serious amount of pine nuts, freshly picked spruce tips and juniper berries. The result is an odd, somewhat Sahti-themed imperial stout with piney freshness and nutty deepness, absolutely not for everyone, but definitely for you. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,6513783,Fehér Nyúl,From the Barrel Bourbon Barrel Aged Pecan Imperial Stout (2025),Stout - Imperial / Double,https://untappd.com/b/feher-nyul-from-the-barrel-bourbon-barrel-aged-pecan-imperial-stout-2025/6513783,14.3,N/A,3.91,218,12/01/25,"A Wilderness Trail bourbon hordó és a pekándió elegáns párosa egy végtelenül komplex, rétegzett imperial stoutban vegyül el. Erőteljes, kifinomult, és olyan gazdag, hogy szinte harapni lehet.The elegant pairing of a Wilderness Trail bourbon barrel and pecan melds into an endlessly complex, layered imperial stout. Powerful, refined, and so rich you can practically bite into it. ",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,5712813,Mad Scientist,Tiny Barrel Project Phat Boi Sherry,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-tiny-barrel-project-phat-boi-sherry/5712813,11.5,N/A,3.91,445,02/13/24,"Even prettier, even hotter, even thicker! Our instant classic '4 bean' imperial stout needs no introduction to dark beer lovers, PHAT BOI is a dynamic blend of natural flavours and real ingredients! The tonka, cocoa, coffee and vanilla infused base has spent over a year in Oloroso Sherrys barrels, which has brought the creamy-cocoa palate to the forefront, while also adding raisins, red berries and woody notes to the mix.The first TINY BARREL PROJECT release in 2024 in collaboration with our friends Jégkert craft beer bar. ",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,5212010,Gravity Brewing,Collision Course - Imperial Salted Chocolate Stout,Stout - Imperial / Double,https://untappd.com/b/gravity-brewing-collision-course-imperial-salted-chocolate-stout/5212010,10.8,46,3.9,183,01/26/23,"Collision Course is an adult chocolate experience: a full-bodied bittersweet sipping cocoa packed with the richest ingredients and boldest flavors.A double dose of dark-roasted Peruvian cacao nibs soak in a luxurious caramel and chocolate malt base, while a touch of umami-packed red miso lends salinity to the finish and savory depth to the palate. This explosive dark chocolate body is tempered with soft vanilla notes from toasted oak, patiently developed on our own proprietary infusion system. ",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,6147171,Mad Scientist,Roasters Paradise San Rafael - Honduras,Stout - Imperial / Double Coffee,https://untappd.com/b/mad-scientist-roasters-paradise-san-rafael-honduras/6147171,11.3,N/A,4.03,878,02/02/25,collab with CASINO MOCCA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,5299510,Mad Scientist,Roasters Paradise Jaguara - Brazília,Stout - Imperial / Double Coffee,https://untappd.com/b/mad-scientist-roasters-paradise-jaguara-brazilia/5299510,13.0,N/A,4.01,1766,04/01/23,collab with CASINO MOCCA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,6092580,Mad Scientist,Tiny Barrel Project Roasters Paradise Costa Rica Las Lomas,Stout - Imperial / Double Coffee,https://untappd.com/b/mad-scientist-tiny-barrel-project-roasters-paradise-costa-rica-las-lomas/6092580,10.8,N/A,3.94,594,12/13/24,"Our Roasters Paradise collab series with CASINO MOCCA including the trio of ROASTERS PARADISE KIANDERI - KENYA, ROASTERS PARADISE KOKE SHALAYE - ETIÓPIA and ROASTERS PARADISE JAGUARA - BRAZÍLIA has been our favorite coffee releases forever. As an elevation for this project, we wanted to transfer this experience into our other smash-hit series, TINY BARREL PROJECT:Following TINY BARREL PROJECT SPIRITLORD RUM and TINY BARREL PROJECT CANDY MAN SCOTCH and so, here is our 13th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans.Love project meets love project - who else could have been our collab partners for this one-of-a-kind experience, than MADHOUSE BUDAPEST. Get this release if you can, only 1 keg ever made for our downtown bistro & bar together with a really limited number of cans! ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,4630768,Reketye Brewing Co.,Lords of the Barrel - Coffee,Stout - Imperial / Double Coffee,https://untappd.com/b/reketye-brewing-co-lords-of-the-barrel-coffee/4630768,18.0,N/A,3.92,387,12/09/21,"A Mad Scientist és a Reketye sörfőzde többéves tapasztalata a hordóérlelésű sörök területén, a sok szakmai beszélgetés, az izzó sörszerelem eredménye ez a remekmű.Ízében a hordó vaníliás jegyei vannak előtérben, mellette menetel a Casino Mocca kávé, remekül egyensúlyozva a magas alkoholtartalmat. ",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,4962680,Gravity Brewing,Antimatter - Imperial Coffee Stout,Stout - Imperial / Double Coffee,https://untappd.com/b/gravity-brewing-antimatter-imperial-coffee-stout/4962680,11.2,57,3.9,287,08/04/22,"For those of you who drink 8% coffee stouts for breakfast, we've developed Antimatter: a double ristretto among Starbucks lattes.This espresso-roast heavyweight rests on a foundation of coffee and chocolate malts blended with silky oats, brown sugar, and a delicate touch of lactose.We pile a trio of very special beans onto that base, all from Budapest's own Bagira Coffee. Two dark roasts are core to the Gravity blend: a milk chocolate, nougat-laden Brazilian, and an El Salvadorian bean full of tobacco and strawberry notes. The third is a very special guest, a medium-roast Yellow Catuai bean from Brazil, naturally-fermented for 120 hours for distinctive aromas of sweet coconut and sour cherry. ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,6584109,Mad Scientist,Roasters Paradise Pampojilá - Guatemala,Stout - Imperial / Double Coffee,https://untappd.com/b/mad-scientist-roasters-paradise-pampojila-guatemala/6584109,12.4,N/A,3.87,209,01/30/26,collab with CASINO MOCCA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,4726075,Mad Scientist,Asleep In The Deep,Stout - Imperial / Double Milk,https://untappd.com/b/mad-scientist-asleep-in-the-deep/4726075,12.9,N/A,4.05,292,02/22/22,"MAD SCIENTIST BARREL PROJECT TEAM SERIES BENCEAntilles Rum Barrel Aged Imperial Milk Stout With Hazelnut, Cocoa And VanillaCELLAR MASTER NOTESSo the time has finally come when we release a beer that is even thicker than the last one we said was thicker than the previous, again. BUT this time it really is. Tons of lactose, chocolate and NUTs. ELAborating a beer is always full of fun with nuts because the selection is huge and (almost) every one of them is delicious. For the beer, we had a chance to take a chance on a new barrel type and Antilles rum turned out quite good. The results can be circumscribed as a hazelnut-chocolate spread rounded up with vanilla and aged in a rum barrel, for, you know... Reasons. And science. ",0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,6267418,Mad Scientist,Tiny Barrel Project Madame Kairi,Stout - Imperial / Double Milk,https://untappd.com/b/mad-scientist-tiny-barrel-project-madame-kairi/6267418,12.4,N/A,4.04,464,05/16/25,"Hot Sauce And Mezcal Barrel Aged Imperial StoutA TINY BARREL PROJECT that is unique in every respect, as it is the only one without a previous original release within the SPECIALS series. The launch was scheduled for the time of Tallinn Craft Beer Weekend 2025, after the first day, during the traditional MAD SCIENTIST TTO + MEET THE BREWER event at KOHT.We felt it was important to commemorate a very dear friend, supporter and our Estonian mother, thanks to whom KOHT has always been our home away from home... We always had tap takeovers together during every TCBW, she often came to Budapest to pick up goods in person with her truck, it was always a pleasure to meet her, we event talked about a collab beer last year and this year we fixed it already to do one of the upcoming TINY BARREL PROJECT releases together, as a collab with KOHT. Well, this collab has happened in a different way unfortunately... But it has happened.After TINY BARREL PROJECT SPIRITLORD RUM and TINY BARREL PROJECT CANDY MAN SCOTCH and so, here is our 14th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,4539042,Mad Scientist,Black Horchata,Stout - Imperial / Double Milk,https://untappd.com/b/mad-scientist-black-horchata/4539042,11.0,N/A,3.97,202,10/08/21,"MAD SCIENTIST BARREL PROJECTA Blend Of Imperial Milk Stout And Imperial Porter Aged In Bourbon Barrel With Vanilla And CinnamonCELLAR MASTER NOTESThe king of crowdpleasers, dear Ladies and Gentlemen and other earthlings! Black Horchata launches a smooth attack against your taste buds with the power of vanilla and cinnamon, blackboned (sic!) by a stout full with lactose that has been aged for more than 1 year in a Kentucky bourbon barrel. The name comes from its undeniable similarity with the well-known Mexican soft drink but beyond this, we can't really recommend it for breakfast. You know. It's 11% ABV. Maybe for lunch. ",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,5001905,HopTop Brewery,Mental Trainer,Stout - Imperial / Double Milk,https://untappd.com/b/hoptop-brewery-mental-trainer/5001905,11.8,N/A,3.91,216,09/01/22,Kentucky bourbon barrel aged milk imperial stout  ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,5001900,HopTop Brewery,Fear of the Dark I.,Stout - Imperial / Double Milk,https://untappd.com/b/hoptop-brewery-fear-of-the-dark-i/5001900,11.5,N/A,3.91,279,09/01/22,Heavy weight milk imperial stout aged in kentucky bourbon maple syrup oak barrel for a year  ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,4018724,Reketye Brewing Co.,MMS³ - Madártejes Milk Stout,Stout - Imperial / Double Milk,https://untappd.com/b/reketye-brewing-co-mms3-madartejes-milk-stout/4018724,9.0,N/A,3.88,598,10/22/20,"Még selymesebb, még krémesebb a kortyérzet mint az első két kiadásnál! A cél Szilárd anyukájának a Madárteje volt! A Milk Stoutban alapból van kakaó, vanília és laktóz ami megadja a desszertes alaphangot. Ehhez jött még hozzá további rengeteg laktóz és brutális mennyiségű vanília. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5001901,HopTop Brewery,Fear of the Dark II.,Stout - Imperial / Double Milk,https://untappd.com/b/hoptop-brewery-fear-of-the-dark-ii/5001901,12.2,N/A,3.87,203,09/01/22,"Double barrel aged milk imperial stout, aged for months in JD Kentucky Bourbon barrel, and more than half year at kentucky bourbon maple syrup barrel. ",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
