nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
589,6531813,Brew Your Mind,Human Experiment SIXTY TWO,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-sixty-two/6531813,8.0,N/A,3.97,331,12/14/25,"Kísérleti sorozatunk legújabb tagja egy intenzíven komlózott hazy DDH dupla IPA Elani, Rakau, Krush és Citra komlókkal.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,3440884,HORIZONT Brewing,Selfish Games - Double Hazy Queen,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/horizont-brewing-selfish-games-double-hazy-queen/3440884,8.2,57,3.97,2331,09/20/19,"Megszavaztátok, megfőztük: szülinapi sörünk a Double Hazy Queen. Testes, krémes dupla New England IPA, rengeteg (egészen pontosan 20g/L) Nelson Sauvin, Citra és Mosaic komlóval. // You wanted it, you've got it: our 3rd anniversary beer is the Double Hazy Queen. A creamy, thick double New England IPA, with huuuuge amounts (20g/L) of Nelson Sauvin, Citra and Mosaic hops.  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
591,5891221,Brew Your Mind,Deep Echo,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-deep-echo/5891221,9.5,N/A,3.96,180,07/01/24,Hazy DIPA Citra és Motueka komlóval. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
592,5703501,Brew Your Mind,Parallel Dimension,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-parallel-dimension/5703501,7.8,N/A,3.94,230,02/05/24,"2019 óta nem főztük, de 2024-ben visszatér. Amerikai és ausztrál komlókkal intenzíven komlózva. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,5531233,Brew Your Mind,Human Experiment THIRTY NINE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-thirty-nine/5531233,8.0,N/A,3.94,355,09/18/23,"Kísérleti sorozatunk legújabb tagja. Ebben a sörben egy teljesen új élesztőt próbáltunk ki 3 féle amerikai komlóval. Ízvilága: csonthéjas és trópusi gyümölcsös, kortyérzete krémes de nem túl sűrű.  ",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,6050924,HORIZONT Brewing,Selfish Games - Double Hazy Queen 2024 - Nectaron Edition,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/horizont-brewing-selfish-games-double-hazy-queen-2024-nectaron-edition/6050924,8.0,N/A,3.94,715,11/08/24,"Persze, hogy idén is kiadjuk a Double Hazy Queen 2024-es változatát! És persze, hogy most mertünk egy jó nagyot csavarni a recepten, hiszen az eddigi felerősített Hazy Queen alapkomlókon kívül most dobtunk bele egy szép nagy rakás Nectaront is, hogy sokkal zamatosabb és gyümisebb ízvilága legyen ennek az amúgy is zseniális dupla NEIPA-nak. Szóval a dupla királynő visszatért! Nem is akárhogy! ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
595,5526323,UGAR Brewery,Trailer #015 - Go Big Or Go Home,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-015-go-big-or-go-home/5526323,8.0,N/A,3.93,396,09/15/23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
596,5832529,Brew Your Mind,Human Experiment FORTY FIVE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-five/5832529,7.9,N/A,3.93,464,05/18/24,Dupla IPA részben Magyarországon termelt komlóval hidegkomlózva.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
597,6689042,Brew Your Mind,Human Experiment SIXTY SIX,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-sixty-six/6689042,7.0,N/A,3.91,262,04/27/26,"Kísérleti sorozatunk legújabb tagja egy duplán hidegkomlózott hazy IPA, melynek intenzív aromavilága extra pale ale és zab malátával főzött alapra épül és a Manilita és Citra komlók tulajdonságait hangsúlyozza.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
598,5874883,Mad Scientist,Where the Party At,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/mad-scientist-where-the-party-at/5874883,7.8,N/A,3.91,783,06/19/24,"Brewed together with Cam of Willibald during BPBW Budapest Beer Week 2024 brings together all the know-how from  Ayr, Ontario, Canada and Budapest, Hungary in the form of a NEIPA brewed with Citra and Rakau. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
599,5910936,UGAR Brewery,Trailer #022 - Utopia,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-022-utopia/5910936,8.0,N/A,3.9,304,07/17/24,"Cryo komlókkal és egy superdelic nevű új-zélandi komlóval készült, ami bogyós és trópusi gyömölcsös ízvilágot robbant a szádban. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
600,5076777,Reketye Brewing Co.,Parallel Parking,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/reketye-brewing-co-parallel-parking/5076777,7.5,45,3.9,311,10/21/22,Collab with Finback in Budapest. Citra Riwaka Mosaic. Juicy ❤️ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
601,5043630,Mad Scientist,Smooth Hoperator Supreme,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/mad-scientist-smooth-hoperator-supreme/5043630,8.1,N/A,3.89,767,09/29/22,"DDH Kveik DIPA, following the footsteps of Smooth Hoperator and Double Hoperator ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
602,5803372,UGAR Brewery,Trailer #020 - G. O. A. T.,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-020-g-o-a-t/5803372,9.2,N/A,3.88,241,04/26/24,"In the realm of beers, at TRAILER #20 throne,Stands the ""GOAT,"" where legends are known.With pineapple's sweetness and citrus bright,Its dank allure ignites the night.Brewed in New England's proud embrace,A masterpiece crafted with finesse and grace.In each sip, a tale of flavor unfolds,The GOAT, the pinnacle, where greatness molds. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
603,3735957,HORIZONT Brewing,Playground - DDH Double New England IPA,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/horizont-brewing-playground-ddh-double-new-england-ipa/3735957,8.0,60,3.87,793,03/30/20,"Thicc. A double NEIPA with 20g/L fresh Mosaic, Centennial and Nelson hops. // Egy kellemesen krémes, vastag dupla NEIPA, jó nagy adag friss komlóval. Mosaic, Centennial, Nelson Sauvin, 20g/l! ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,2386259,Mad Scientist,Egomaniac,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/mad-scientist-egomaniac/2386259,8.6,N/A,3.86,1287,11/13/17,Double new england style IPA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
605,3706683,FIRST Craft Beer,Yemaya,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/first-craft-beer-yemaya/3706683,8.2,58,3.86,248,03/06/20,"Víz nélkül nincs élet. Ez az évezredes tudás hívta elő Afrika mélyéről Yemaya-t, a víz teremtő erejének úrnőjét. Mi pedig ezzel az őserejű Dupla New England IPA-val támogatjuk a Brewgooder kampányát, melynek célja, hogy tiszta vizet biztosítsanak a legkiszolgáltatottabbaknak. A társadalmi felelősségvállalás és Sörkéntesség mindig is kiemelt helyen szerepelt nálunk - ezúttal minden sör árából 50 forintot biztosítasz a malawi-i rászorulóknak építendő kutak, vízgyűjtők és vízhálózat létrehozásához. Segítsünk együtt azoknak, akiknek már a tiszta víz is ajándék. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
632,5623403,Brew Your Mind,Human Experiment FORTY,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty/5623403,7.0,N/A,4.04,320,11/28/23,"Kísérleti sorozatunk tagja, melyben egy új-zélandi komlót a Peacharine-t használtuk. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
633,5586510,Brew Your Mind,Blue Echo,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-blue-echo/5586510,6.7,N/A,4.03,1229,10/30/23,Hazy IPA Citra és Motueka komlóval. A Green Echo könnyedebb változata. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
634,4616393,Reketye Brewing Co.,Le Tits Forever,IPA - New England / Hazy,https://untappd.com/b/reketye-brewing-co-le-tits-forever/4616393,8.3,N/A,4.0,738,11/29/21,"A nagysikerű LE TITS NOW folytatása, Med Scientist re-kollab.Sokak kedvenc The Bruce komlós neipája most LE TITS FOREVER néven újra lázba hozza a várost, (a Bolygót!) Teste sűrű és mégis játszi könnyedséggel csúszik le, miközben a komlók orgiája miatt elpirulsz, és egy kicsit szégyeneld magad, mert túl hevesen reagált a tested. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
635,5944739,Brew Your Mind,Nexion,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-nexion/5944739,7.0,N/A,3.99,261,08/13/24,"Mckenzie, Simcoe, Cascade és Citra komlókkal készült hazy IPA, melyet az egyik jól bevált élesztő kombinációnkkal készítettünk el szekszárdi főzdénkben. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
636,2463379,Brew Your Mind,Bright Lies,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-bright-lies/2463379,6.5,N/A,3.99,6301,01/06/18,"New England inspired IPA with lots of oat malt, extra pale malt, citra and mosaic hops. ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
637,5687246,Brew Your Mind,Human Experiment FORTY TWO,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-two/5687246,7.0,N/A,3.97,256,01/21/24,"Kísérleti sorozatunk legújabb tagja, melyben 4 féle komlót használtunk (Citra, Mosaic, Simcoe, Nelson Sauvin). A sör alapja ugyanaz, mint a Human Experiment FORTY-nak. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
638,5917496,Brew Your Mind,Summer Nectar,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-summer-nectar/5917496,6.0,N/A,3.96,1421,07/22/24,Nectaron és Citra komlóval komlózott DDH IPA. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639,6254105,Brew Your Mind,Bright Lies - Riwaka,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-bright-lies-riwaka/6254105,6.5,N/A,3.95,443,05/05/25,"Szalmasárga színű szűretlen IPA sörünk citra és mosaic komlóval, melybe ezúttal Riwaka Amplifire komlókivonat is került hidegkomlózáskor. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
640,4947922,Brew Your Mind,Trusted Friend,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-trusted-friend/4947922,7.0,N/A,3.94,592,07/25/22,Hazy IPA Citra és Strata komlóval. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
641,5917493,Brew Your Mind,Human Experiment FORTY SIX,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-six/5917493,6.0,N/A,3.94,220,07/22/24,"Hazy IPA melyben Citra-t és Magyarországon termelt (Nugget, Comet és Cascade) komlót használtunk. A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,3650620,Mad Scientist,Le Tits Now,IPA - New England / Hazy,https://untappd.com/b/mad-scientist-le-tits-now/3650620,8.3,N/A,3.93,1089,01/31/20,"A collab with our friend Zoli of Reketye Brewing, brewed with ""The Bruce"" by Freestyle Hops ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
643,5428889,Brew Your Mind,Simple Memories,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-simple-memories/5428889,6.0,N/A,3.93,1351,07/03/23,Ebben a söritalban kedvenc komlóinkat (Citra és Nelson) helyezzük előtérbe egyszerű maláta profil mellett. Only Memories IPA sörünk könnyedebb verziója. ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
644,6014038,Brew Your Mind,Mátra Riesling Grape - 2024,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-matra-riesling-grape-2024/6014038,7.0,N/A,3.92,284,10/09/24,"Major Levente abasári borász barátunk 2024-as bio Olaszrizling szőlőmustjával együtt erjesztett hazy IPA amerikai és új-zélandi komlókkal.7% 0,44l ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
645,6356516,Brew Your Mind,Original Kitty,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-original-kitty/6356516,6.7,N/A,3.92,272,07/28/25,"A szegedi Cirmi Gastropub 10. szülinapjára készült sörital. Simcoe, Mosaic és Motueka komlókkal. Közös recept Ábrahám Máté barátunkkal. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
646,6680407,Brew Your Mind,Cashmore,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-cashmore/6680407,6.5,N/A,3.91,396,04/20/26,"Legújabb hazy IPA sörünk gazdag, zabmalátás alapra épül, amely telt kortyérzetet biztosít. Hidegkomlózásához a Citra mellett Magyarországon, Tamásiban termesztett Cashmere komlót használtunk. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
647,6211540,Brew Your Mind,Human Experiment FIFTY FOUR,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty-four/6211540,6.8,N/A,3.91,258,04/01/25,"Kísérleti sorozatunk ezen tagjában Vista, Mosaic és Nelson komlóthasználtunk egyszerű malátaprofil mellett (lager maláta + búzapehely),és egy semleges ízprofilú élesztővel erjesztettük.A címkén ezúttal Drabik Tamás @drabiktamas  ""Árnyék-Alak"" című alkotása szerepel. ",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
648,6331272,Brew Your Mind,HUNiverzum,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-huniverzum/6331272,5.8,N/A,3.91,461,07/07/25,"Közös projektünk a cseh Falkon-nal egy zab- és rozsmalátával főzött nem túl erős, de tartalmas IPA, melyet izgalmas cseh komlókkal is hidegkomlóztunk (duplán). 8 évvel ezelőtt főztünk Csehországban egy Univerzum nevű IPA-t velük, a névválasztás innen adta magát. :) ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
649,5970048,Brew Your Mind,Bright Lies Summer Edition,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-bright-lies-summer-edition/5970048,5.5,N/A,3.9,260,09/03/24, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,6366646,Gravity Brewing,Perihelion: Rakau - DDH Hazy IPA,IPA - New England / Hazy,https://untappd.com/b/gravity-brewing-perihelion-rakau-ddh-hazy-ipa/6366646,7.0,41,3.89,156,08/06/25,"After Nebula and Cosmic Dust, we're launching a brand new hazy series: Perihelion is a bolder, higher-ABV lineup where each release puts the spotlight on a single standout hop.The first in the series features Rakau, which brings huge aromas of red plum and ripe apricot. This rich orchard fruit base is reinforced with the classic notes of Citra and Simcoe, adding juicy mango and zesty yuzu to the mix. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651,5341637,Szent András Sörfőzde,TesztAndrás Beta.36,IPA - New England / Hazy,https://untappd.com/b/szent-andras-sorfozde-tesztandras-beta-36/5341637,7.0,55,3.89,277,05/02/23,"Hazánk első forralás nélkül készült kisüzemi hazy raw IPÁ-ja kirívó fehérjetartalommal és koncentrált komlózással olyannyira népszerű lett, hogy elkészítettük ennek valódi mangóval és habanero paprikával felturbózott változatát. Az eredmény magáért beszél. A Beta.36 egy szemtelenül testes, igazán krémes ízorgia, ami a mangó és a komlók trópusi gyümölcsös jegyeivel kápráztat el. A habanero pedig segít a korty lecsengésében, ezzel maradandóvá téve az amúgy is különleges sörélményt. ",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
652,5402471,UGAR Brewery,Trailer #014 - Summer Juice,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-014-summer-juice/5402471,6.8,N/A,3.88,248,06/15/23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
653,4062115,Hajnali Sörfőzők,Dreaming of Clouds,IPA - New England / Hazy,https://untappd.com/b/hajnali-sorfozok-dreaming-of-clouds/4062115,6.0,9,3.87,1064,11/20/20, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,3291842,Zentus Craft Beer,Too Many PLAYERS On The Ice,IPA - New England / Hazy,https://untappd.com/b/zentus-craft-beer-too-many-players-on-the-ice/3291842,6.5,70,3.87,448,06/21/19,"Too Many PLAYERS On The Ice    TDH NEIPA - Zentus x KEG SörmüvhàzHeadbrewer: Dàniel KissRecipe: KEG Crew (Àron Donàth, Dàniel Incze)                     Triple Dry-Hopped New England motivated IPA------------------------------------------------------Összetevők: ivóvíz, árpamaláta, búzapehely,zabpehely, komló, sörélesztőIngredients: water, barley malt, flaked wheat,flaked oats, hops, yeast.Hops: Callista, El Dorado, Azacca,Mosaic LupuLN2, Warrior, Amarillo ",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
655,6437918,Brew Your Mind,Mátra Riesling Grape - 2025,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-matra-riesling-grape-2025/6437918,7.0,N/A,3.86,330,10/06/25,Major Levente abasári borász barátunk 2025-ös bio Olaszrizling szőlőmustjával együtt erjesztett hazy IPA amerikai és új-zélandi komlókkal. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
656,4146278,Fehér Nyúl,CityZen,IPA - New England / Hazy,https://untappd.com/b/feher-nyul-cityzen/4146278,5.6,N/A,3.86,354,01/18/21,"Trópusi gyümölcsök ízei jelennek meg ebben a kifejezetten selymes NEIPA-ban, amiért a Cryo Simcoe - Citra – Amarillo triumvirátusa a felelős. Tropical fruits’ flavors appear in this especially silky NEIPA, for which the triumvirate of Cryo Simcoe – Citra – Amarillo is responsible.Címke szöveg: Mi a harmónia?Eme doboz polgárainak, a citrusos és gyümölcsös komlók aromantikus együttélése. Ez az élet nem keserű! ",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
657,3484718,Brew Your Mind,Where Is My Galaxy?,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-where-is-my-galaxy/3484718,6.5,N/A,3.86,527,10/17/19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
854,4037239,HORIZONT Brewing,Playground TDH Triple IPA,IPA - Triple,https://untappd.com/b/horizont-brewing-playground-tdh-triple-ipa/4037239,10.5,74,3.97,986,11/03/20,"Triple Dryhopped Triple IPA with our favorite neighbour  Mad Scientist. Brewed with Nelson Sauvin, Mosaic and Centennial. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
855,4556390,HORIZONT Brewing,"Selfish Games Triple IPA W. Citra, Comet & Callista",IPA - Triple,https://untappd.com/b/horizont-brewing-selfish-games-triple-ipa-w-citra-comet-and-callista/4556390,10.2,N/A,3.9,857,10/20/21,"Triple IPA with Citra, Comet & Calista hops to have this pech, papaya flavoured, smooth, hazy easy drinking monster. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
856,5791854,Brewing Vibes Brewery,Beer Lovers Only,IPA - Triple,https://untappd.com/b/brewing-vibes-brewery-beer-lovers-only/5791854,9.0,N/A,3.88,224,04/17/24,"Simcoe, Citra, Strata, Citra Cryo ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857,4764495,Reketye Brewing Co.,Total Peace,IPA - Triple,https://untappd.com/b/reketye-brewing-co-total-peace/4764495,9.2,N/A,3.88,465,03/22/22, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,4829980,HORIZONT Brewing,"Selfish Games Triple IPA W. Citra, Strata, Calista",IPA - Triple,https://untappd.com/b/horizont-brewing-selfish-games-triple-ipa-w-citra-strata-calista/4829980,10.1,54,3.86,757,05/06/22,"Mindenkinek, akinek tetszett a legutóbbi TRIPLA IPA-nk annak nyugodt szívvel tudjuk ajánlani, mert, ami tetszett benne, az ebben is megtalálható. Egy kicsit csavartunk a recepten és egy mostanában népszerű komlófajtát csempésztünk a sörbe, a Strata variánst. Ez a komló egy picit epres illetve krémesebb kortyérzetet kölcsönöz a sörnek, amire szükség is van, hiszen ez a sör egy masszív 10,1%-os alkohol tartalommal rendelkezik. Kortyérzetében a citrusosság, édesség és gyümölcsösség váltakozik egy minimális testtel, ami elengedhetetlen egy ilyen szintű sörnél. ",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,4312780,Fehér Nyúl,Trip,IPA - Triple,https://untappd.com/b/feher-nyul-trip/4312780,9.2,33,3.86,400,05/14/21,"Triplán hidegkomlózott tripla IPA Citra, Simcoe, CryoSimcoe, Falconer's Flight és Idaho7 komlókkal, NEIPA élesztővel.Triple dry-hopped triple IPA brewed with Citra, Simcoe, CryoSimcoe, Falconer's Flight and Idaho7 hops, fermented with NEIPA yeast. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
871,6496430,Brew Your Mind,Great Expectations,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-great-expectations/6496430,9.1,N/A,4.03,384,11/17/25,"A marosvásárhelyi Bere Noah főzdével közös recept alapján készítettük ezt a főzetet, mely egy igazán komoly tétel lett, Citra, Simcoe, Riwaka és Peacharine komlóval.  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,4823852,Brew Your Mind,Human Experiment TWENTY FIVE,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-twenty-five/4823852,9.5,N/A,3.97,221,05/02/22,"Kísérletező sorozatunk legújabb tagja, melyben a HBC-586 jelű amerikai kísérleti komlót használtuk.  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,5339074,Brew Your Mind,Money Warship,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-money-warship/5339074,11.0,N/A,3.93,515,04/30/23,"Kővári Gergő (armando_otchoa) barátunkkal közös projektünk legújabb tagja. Folyamatosan törekszünk a jól ihatóságra söreink megalkotásakor, ezért eddig sosem készítettünk ennyire erős IPA-t. A ""Money szériának"" viszont mindig is része volt a komfort zónánkból való kilépés, jelen esetben kiugrás, melynek eredménye nem egy könnyű frissítő ivósör, de nem is ez volt a cél. A tetemnyi :) mennyiségű komló (citra, galaxy, amarillo, vic secret) nem harsányan, hanem sokkal inkább egy érett lekvárhoz hasonlóan simul bele a sűrű malátalébe, különös harmóniát alkotva. ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
