nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,country,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
28,6614511,Pulfer Brewery,Hot Cakes #11,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-hot-cakes-11/6614511,6.0,6,4.13,798,02/26/26,"Number 11 of our Hot Cakes series brings you three-wheeler ""Trotters' Independent Trading Co"" van, filled with enormous amounts of cheesecake, combined with banana, sour cherry, lemon, coconut and vanilla..Baaaaaaaaaam!One of our favorite pastry series - liquid fruit cheesecake in a glass. Loaded with flavors and fricking fun!Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW! ",croatia,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,6506669,Pulfer Brewery,Smoothiesh: What Did You Bring To the Party?,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-smoothiesh-what-did-you-bring-to-the-party/6506669,5.5,1,4.13,931,11/26/25,"Another 'Smoothiesh' release means another great dad's joke!A Superman Koala asked Batman platypus : ""What did you bring to the Party?""The next 'smoothiesh' will have answer to this question...Mega loaded with banana, pineapple, pink guava, orange and vanilla, it super tasty deliciousness! Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times before you open it.THIS IS WHY WE BREW!  ",croatia,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,6306975,Pulfer Brewery,Hot Cakes #10,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-hot-cakes-10/6306975,6.0,5,4.12,1480,06/17/25,"Number 10 of our Hot Cakes series brings you notorious Ferrari 330 P3, filled with enormous amounts of cheesecake, combined with strawberry, pineapple, blackberry, lemon, cinnamon and vanilla..Yummmy!One of our favorite pastry series - liquid fruit cheesecake in a glass. Loaded with flavors and fricking fun!Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW! ",croatia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6375155,Pulfer Brewery,Master Blaster,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-master-blaster/6375155,5.5,2,4.12,1229,08/13/25,"Our sour base got the big treatment - huge amounts of fresh mango, delicious passion fruit, beautiful apricots and soft coconut cream, complemented by sweet purple potatoes - ube.You'll drink purple, sweet-and-sour sin. And you won't be sorry. Turn up the volume, and enjoy.Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW! ",croatia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,5729353,Pulfer Brewery,Hot Cakes #3,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-hot-cakes-3/5729353,5.5,5,4.11,1123,02/27/24,"Number 3 of our Hot Cakes series brings you the legendary Volkswagen Beetle filled with incredibly large amounts of cheesecake, brilliantly combined with mango, passion fruit, apricot, lemon and vanilla.One of our favorite pastry series - liquid fruit cheesecake in a glass. Loaded with flavors and fricking fun!Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW!  ",croatia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,5526128,Pulfer Brewery,Hot Cakes #1,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-hot-cakes-1/5526128,5.4,5,4.11,935,09/15/23,"We got a new smoothie sour series! This time we want to implement famous cake recipes with cheesecake essence in a form of a smoothie sour. Crazy stuff indeed!Hot Cakes #1 is super loaded with mango, carrots, apricot, orange, and lemon and twisted with cinnamon and vanilla.  Just like a real carrot cake.. and yes, with lot of cheesecake!Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW! ",croatia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,5541179,Pulfer Brewery,Blackheart Queen,Stout - Imperial / Double Pastry,https://untappd.com/b/pulfer-brewery-blackheart-queen/5541179,10.2,40,4.1,739,09/26/23,"After the King, here is the Queen!Our BLACKHEART QUEEN is a big imperial pastry stout dipped with chocolate brownie!Extra thick with huge body, yet smooth and tender. Real chocolate brownie in a glass. Enjoy!This Is Why We Brew! ",croatia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,4545330,The Garden Brewery,Double Imperial Chocolate Cheesecake Stout,Stout - Imperial / Double Pastry,https://untappd.com/b/the-garden-brewery-double-imperial-chocolate-cheesecake-stout/4545330,12.0,30,4.09,2424,10/12/21,"Lervig (Stavanger, Norway) Collab: 12%We love making BIG Imperial Stouts and we love Lervig's too so we came together for one of our five celebratory 5th birthday collabs: Imperial + Imperial = Double Imperial Stout. The first in our new series of Double Imperial Stouts this 12% monster is packed with Cacoa, Cocoa, Vanilla Pods and yes cheesecake mix. It's strong, sweet and indulgent with 8 different malts plus loads of Oats for that great rounded mouthfeel. ",croatia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,6573937,Pulfer Brewery,Lusca,Stout - Imperial / Double,https://untappd.com/b/pulfer-brewery-lusca/6573937,11.8,35,4.09,315,01/19/26,"Dark, smooth, oily, massive, full-bodied imperial stout aged 13 months in Irish Whiskey Barrel.The dark depths of the ASW Fiddler Irish Whiskey cask captivated us and layered a subtle malt sweetness, hints of vanilla and a light oak aroma, balanced with notes of caramel, toffee and a delicate spicy character reminiscent of classic Irish whiskey, while retaining the depth of bourbon. Let the cask speak for itself.Lusca is sea monster from Carribean, half shark, half giant octopus with sharped teeth and deadly tentacles.Hand-waxed, brewed with passion and patience, this is liquid dessert in a glass.This is why we brew! ",croatia,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,4411162,Pulfer Brewery,Smoothiesh: …I'm Bacon,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-smoothiesh-i-m-bacon/4411162,5.0,8,4.09,468,07/15/21,"What did the pig say on the warm summer's day? - I'm bacon!You didn't have to wait long for an answer from a giraffe's question. The Pig has spoken. The Pig knows things. The Pig has sense of humor. The Pig knows the answer. The Pig loves ballet. The Pig is magical. Be like Pig. Eat your smoothie. Ultra super loaded with passion fruit, apricots and pineapple, this is true soursweet healthy bomb!Be like Pig. Eat you smoothie. This is why we brew! ",croatia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,6673839,Pulfer Brewery,Goddess Freya,Stout - Imperial / Double Milk,https://untappd.com/b/pulfer-brewery-goddess-freya/6673839,9.0,45,4.09,474,04/16/26,"We are massively pleased to announce the long-awaited release of a collab beer with one of the pioneers of European modern craft brewing - the great Lervig.Together we brewed Imperial stout, what would later become 'Goddess Freya' - a smoothie cream stout, packed with milk cream, coffee from craft roastery 'Kavantura' and salted caramel. Absolutely delicious cream stout, like coffee liqueur,  with touch of salt! ",croatia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,5895497,Pulfer Brewery,Little Green Man,Sour - Fruited,https://untappd.com/b/pulfer-brewery-little-green-man/5895497,5.0,5,4.08,1518,07/05/24,"Damn it's green!Yup, we made fruited sour, almost like smoothie. And it's green.Heavily fruited with passion fruit, pineapple, mango and papaya, conditioned on coconut and than twisted with blue spirulina. This crazy blue algae combined with our yellow mixture of fruits gave this sour green cool looking color with some good health benefits.Tasty tropical bomb!Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.This is why we brew! ",croatia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,5093016,The Garden Brewery,"Double Imperial Chocolate, Fruit & Nut Stout",Stout - Imperial / Double,https://untappd.com/b/the-garden-brewery-double-imperial-chocolate-fruit-and-nut-stout/5093016,12.0,22,4.08,1698,10/28/22,"SIXTH BIRTHDAY COLLAB BREWDeep, smooth and indulgent with Cacao Nibs, Raisins, Hazelnuts & AlmondsRested on Rum barrel wood chips & Vanilla pods ",croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,5400094,Pulfer Brewery,Smoothiesh: What's Forrest Gump's Password?,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-smoothiesh-what-s-forrest-gump-s-password/5400094,5.5,5,4.07,968,06/13/23,"It is time for another smoothie sour, another dad's joke, just before summer time..An aligator Dan asked a question: 'What's Forrest Gump password?'The answer to this question you will find in next smoothie sour label, coming out in couple of days...We combined tradional apple pie flavours with belgian and Dutch touch ?Imagine apple pie and speculaas coockies.. Now open eyes and have a sip of this tasty smoothie sour. Yummmy!Super loaded with apples, pear and peach, hint od lemons and twisted with cinammon. Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW! ",croatia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,5148714,Pulfer Brewery,Fiddler's Black,Stout - Imperial / Double Pastry,https://untappd.com/b/pulfer-brewery-fiddler-s-black/5148714,11.7,35,4.07,541,12/06/22,"The antipode to our Fiddler's Green, we present you Fiddler's Black!Every sailor has his own hell with his mesmerising mermaid. This is ours.Thick as hell, this luxurious imperial stout is conditioned on coffee and vanilla. Wonderfull nutty espresso taste with delicate layer of vanilla. Along with dark chocolate notes and liqueurish taste, it is a dark beauty!As a dessert beer, it's going well with chocolate cakes, dark cookies, tiramissu and other sweetish stuff.Suitable for aging. ",croatia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,5171723,Pulfer Brewery,Hound Cake: Cheesecake,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-hound-cake-cheesecake/5171723,6.0,8,4.06,901,12/22/22,"Collaboration with White Dog brewery!In our new fruited pastry sour series 'Hound Cake' we  combined a new crazy pastry stuff - cheesecake.We wanted to create real cake and pie feeling in this smoothie sour.Imagine forrest fruits with cheesecake and vanilla icecream taste. Take a sip, enjoy and thank us later.GENTLY ROTATE A CAN FEW TIME BEFORE OPEN FOR BEST EXPERIENCE.Contains real fruit. Drink fresh. Don't age. Keep in refigerator. This is why we brew! ",croatia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,4648810,Pulfer Brewery,Smoothiesh: Rude-olph!,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-smoothiesh-rude-olph/4648810,5.5,5,4.06,808,12/21/21,"Mr. Penguin is rolling and we have to answer his question: ""What do you call Santa's most impolite reindeer?""So here it is - 'Rude-olph!' is our new smoothiesh sour turbo loaded with a crazy combo of pineapple and raspberry. Sweet and sour. We really managed to achieve a candy-like taste. It throws childhood memories when we used to eat soursweet 'shock' candies who were sour inside and sweet outside so you got mouth freezed while chewing...Thick, sour, sweet, delicius and every sip crave for more, awesome!This is why we brew!Contains unfermented fruit. Drink fresh. Don't age.Gently rotate a can few times before you open it for best experience. ",croatia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,6123697,Pulfer Brewery,El Charro Negro,Stout - Imperial / Double,https://untappd.com/b/pulfer-brewery-el-charro-negro/6123697,10.8,50,4.05,584,01/10/25,"Another thick, oily, massive imperial stout, conditioned on coconut, caccao nibs, freshly roasted coffee and chili.Inspired by a mexican cake, it brings lot of chocolate and caramel flavours combined with coffee, coconut and with tingling feeling from chili at the end.. Awesome!Another collab beer with our friends from Netherlands - Bravoure Brouwerij ",croatia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,6497901,Pulfer Brewery,Prince of Darkness,Stout - Imperial / Double,https://untappd.com/b/pulfer-brewery-prince-of-darkness/6497901,11.4,50,4.05,400,11/19/25,"We brewed this imperial stout as tribute to our beloved Ozzy. Thank you for all your music, enormous energy and  countless headbangs! Your voice, your lyrics will echo forever! We added bourbon barrel aged maple syrup from Vermont, and La Cabra's Tunsisa, an Ethiopian coffee beans with rich chocolate flavors and notes of brown sugar. Delicious!It's big stout, enriched with maple syrup and coffee flavors, full bodied, silky, smooth with sweetish finish. Black as our dark legend - Prince of Darkness!This is why we brew! ",croatia,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,4638189,Pulfer Brewery,Smoothiesh: What Do You Call Santa's Most Impolite Reindeer?,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-smoothiesh-what-do-you-call-santa-s-most-impolite-reindeer/4638189,5.5,4,4.04,675,12/14/21,"At the end of 2021 year we bring you two new smoothiesh pastry sours, both are crazy and must try.Of course we did a new dad's joke with smoothiesh labels, as first label always asks question and second label has an answer.""What do you call Santa's most impolite reindeer?"" is ultra mega loaded with banana, mango and pear. It is super thick, fluffy and just delicious.Contains unfermented fruit. Drink fresh. Don't age.Gently rotate a can few times before you open it for best experience.This is why we brew! ",croatia,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,2292198,Zmajska Pivovara,RIS Barrel Aged,Stout - Russian Imperial,https://untappd.com/b/zmajska-pivovara-ris-barrel-aged/2292198,10.1,85,4.04,311,09/15/17, ,croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,6381871,Pulfer Brewery,I Scream: Freddy,Sour - Smoothie / Pastry,https://untappd.com/b/pulfer-brewery-i-scream-freddy/6381871,5.5,3,4.03,1159,08/18/25,"This crazy smoothie definitely took us the longest time from idea and first tests to realization. It turns out that incorporating ice cream into beer is not at all easy.Thanks to a long brainstorming session by our R&D team - this sounds serious - and finally the ideal ice cream we've been looking for a long time, we've arrived to our new smoothie series - 'I scream'.The first edition is the all-time classic Freddy Krueger from 'A Nightmare on Elm Street' which brings you a generous amount of sour cherry, and banana, with a whopping amount of chocolate/hazelnut ice cream.Contains real fruit. Don't age. Keep in a refrigerator. Drink fresh. For best experience, gently rotate the can few times.THIS IS WHY WE BREW! ",croatia,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5826629,B*BOP FERMENTORY,ÜÜÜÜÜÜÜÜ,Sour - Smoothie / Pastry,https://untappd.com/b/b-bop-fermentory-uuuuuuuu/5826629,4.5,N/A,4.23,944,05/13/24,"Mango Popsicle Tart Smoothie Nu Sour.An ice cream inspired thick and juicy Smoothie Nu Sour Ale conditioned on a ton of Alphonso mangoes, ice cream cones, vanilla and a pinch of pakistani Halite salt.  ",hungary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6030210,HORIZONT Brewing,Night Shift Vintage 2024 - Imperial Pastry Stout Aged In Bourbon Barrels With Hazelnut & Caramel,Stout - Imperial / Double Pastry,https://untappd.com/b/horizont-brewing-night-shift-vintage-2024-imperial-pastry-stout-aged-in-bourbon-barrels-with-hazelnut-and-caramel/6030210,11.8,N/A,4.22,1413,10/22/24,"Pető Kristóf sörfőzőnk ötlete. Az alap Imperial Stout, aminek jellegzetes csokis ízjegyei mellé igazából bármilyen csoki-ihletésű dolog illik, most kapott egy jó nagy adag mogyorótöretet és karamellt. A sör maga Bourbon hordókban érlelődött, hogy az alap ízjegyek kapjanak egy kis whiskey-s, hordós tuningot. The base is an Imperial Stout, whose distinctive chocolate notes pair well with any chocolate-inspired addition, and now it’s been given a generous amount of crushed hazelnuts and caramel. The beer itself was aged in Bourbon barrels to give the base flavors a touch of whiskey and barrel-aged finesse. ",hungary,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3729199,Brew Your Mind,Big Lies,IPA - Triple,https://untappd.com/b/brew-your-mind-big-lies/3729199,9.5,N/A,4.22,2771,03/22/20,"Triple IPA monster, based on our Bright Lies IPA. ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4534884,HORIZONT Brewing,Night Shift Vintage 2021 Russian Imperial Stout Aged In Bourbon Barrels With Chocolate And Coffee,Stout - Imperial / Double Coffee,https://untappd.com/b/horizont-brewing-night-shift-vintage-2021-russian-imperial-stout-aged-in-bourbon-barrels-with-chocolate-and-coffee/4534884,12.5,N/A,4.2,1080,10/05/21,Russian Imperial Stout aged in Bourbon Barrels with Chocolate and Coffee added to the beer to give it a more round and delightful taste. ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,6155091,Brew Your Mind,Eternal Dreams,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-eternal-dreams/6155091,10.0,N/A,4.2,987,02/10/25,Hazy Tripla IPA Citra és Riwaka komlóval. Keep Dreaming sörünk legerősebb változata. ,hungary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4534878,HORIZONT Brewing,Night Shift Vintage 2021 Russian Imperial Stout Aged In Tennessee Whiskey & Bourbon Barrels,Stout - Russian Imperial,https://untappd.com/b/horizont-brewing-night-shift-vintage-2021-russian-imperial-stout-aged-in-tennessee-whiskey-and-bourbon-barrels/4534878,13.0,N/A,4.18,1328,10/05/21,Russian Imperial Stout aged in different whiskey barrels for the perfect balance and harmony in the taste. ,hungary,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4742835,Brew Your Mind,Still Dreaming,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-still-dreaming/4742835,8.2,N/A,4.18,1740,03/06/22,Hazy DIPA Citra és Riwaka komlóval. A Keep Dreaming erősebb változata. ,hungary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,6122703,B*BOP FERMENTORY,MUMIA,Sour - Smoothie / Pastry,https://untappd.com/b/b-bop-fermentory-mumia/6122703,4.3,N/A,4.17,1729,01/09/25,"Pineapple Mango Maracuja Smoothie Nu Sour.A delicate and thick Smoothie Nu Sour infused with Egyptian pineapples, Alphonso mangoes, Ecuadorian passionfruits and a pinch of pakistani Halite salt. No Crumbs Left — All Sauce  ",hungary,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,4068063,HORIZONT Brewing,Night Shift Vintage 2020 Russian Imperial Stout Aged In Bourbon Barrels With Chocolate & Coffee,Stout - Imperial / Double Coffee,https://untappd.com/b/horizont-brewing-night-shift-vintage-2020-russian-imperial-stout-aged-in-bourbon-barrels-with-chocolate-and-coffee/4068063,12.0,N/A,4.16,1282,11/24/20,"This beer is a 12% ABV Russian Imperial Stout, that was brewed with 12 types of malts, 6 hours of boil time, and 3 months of fermenting to prepare it for a long journey in two types of freshly emptied Bourbon barrels. The finished beer was soaked on freshly roasted Ethiopean Coffee beans and cocoa beans from Ghana. The result is a beer rich in notes of coffee, chocolate, vanilla and bourbon which we gladly recommend for every beer lover. ",hungary,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,4381221,Brew Your Mind,Moment In Time 2021 Vanilla,Stout - Imperial / Double,https://untappd.com/b/brew-your-mind-moment-in-time-2021-vanilla/4381221,11.0,N/A,4.16,661,06/26/21,"2019. decemberében főztük, majd 2020 január elejétől 2021 május végéig grain whisky hordóban érleltük. Végül palackozás előtt kapott egy kis organikus mexikói vaníliát. Olajosan sűrű, édes, komplex sörital. ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,5056111,HORIZONT Brewing,Night Shift Vintage 2022 Double Baltic Porter Aged In Rhum Barrels,Porter - Imperial / Double Baltic,https://untappd.com/b/horizont-brewing-night-shift-vintage-2022-double-baltic-porter-aged-in-rhum-barrels/5056111,14.4,N/A,4.16,1310,10/07/22,"In 2021, Horizont brewed its first Double Baltic Porter and from the first time we sampled it, we knew it had huge potential and needed to explored more thoroughly as a style. For this 2022 vintage, we chose Rhum Agricole barrels from Saint-Martin Island in the Caribbean so the recipe had to be changed to fit the essence of the barrel. The base beer is a pleasantly chocolatey, nutty, full-bodied, and sweet dark brown/black lager. Yes, it's a lager, as bottom-fermented yeast is traditionally used for this style, and due to the neutral fermentation, this type allows the malty, hoppy, and barrel notes to prevail. Enjoy this spectacular beer!Amikor 2021-ben lefőztük és kóstoltuk az első Double Baltic Porterünket, tudtuk, hogy ebben a stílusban hatalmas potenciál van. A 2022-es vintage tételt már más típusú, Rhum Agricole érlelésére felhasznált hordókba tettük. Ehhez egy kicsit módosítanunk kellett a maláta profilon a 2021-es verzióhoz képest. Az alap egy kellemesen csokis, mogyorós, testes és édeskés sötétbarna/fekete lager. Igen, lager, mivel hagyományosan alsóerjesztésű élesztőt használnak ehhez a stílushoz, illetve az ízsemleges erjedés miatt ez a típus hagyja jobban érvényesülni a malátás, komlós és hordós jegyeket. ",hungary,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,5919340,Mad Scientist,Glorious Mess,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-glorious-mess/5919340,5.7,N/A,4.16,1021,07/24/24,"Ice Cream Smoothie Sour with Mango, Pineapple, Apricot collab with our main crispy boys HOP HOOLIGANS (ROM) following our Bucharest collab BEAUTIFUL MESS ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,5626567,HORIZONT Brewing,Night Shift Vintage 2023 - Vanilla & Cinnamon Bundt Cake Pastry Stout Aged In Tennessee Whiskey Barrels,Stout - Imperial / Double Pastry,https://untappd.com/b/horizont-brewing-night-shift-vintage-2023-vanilla-and-cinnamon-bundt-cake-pastry-stout-aged-in-tennessee-whiskey-barrels/5626567,11.0,N/A,4.16,1026,12/01/23,"Fahéjjal és vaníliával fűszerezett Pastry Stout, amelynek alapötlete a kuglóf volt. Az alapsör HBC 472 komlóval készült, amely segített elmélyíteni a hordós érlelés során átvett Tennessee whiskey hordók fás, hihetetlenül vaníliás ízjegyeit. A tökéletes ízvilágát a hozzáadott fahéjjal érte el ez a testes, zamatos sörkülönlegesség. This bottle hides an Imperial Pastry Stout made with cinnamon and vanilla, based on the idea of true love and a bundt cake.The base beer is made with American experimental hops called HBC 472, which helps to deepen the woody, vanilla flavors of the Tennessee whiskey barrels used during barrel maturation. In order to achieve the perfect taste, we added cinnamon to the beer's mouthfeel to achieve this gourmet beer specialty. ",hungary,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,4534892,HORIZONT Brewing,Night Shift Vintage 2021 Barleywine Aged In Rhum Barrels With Tonka Beans,Barleywine - English,https://untappd.com/b/horizont-brewing-night-shift-vintage-2021-barleywine-aged-in-rhum-barrels-with-tonka-beans/4534892,13.0,N/A,4.15,1308,10/05/21,Barleywine aged in rhum barrels with a little twist coming from the tonka beans. ,hungary,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5056103,HORIZONT Brewing,Night Shift Vintage 2022 Russian Imperial Stout Aged In Bourbon Barrels with Chocolate & Coffee,Stout - Imperial / Double Coffee,https://untappd.com/b/horizont-brewing-night-shift-vintage-2022-russian-imperial-stout-aged-in-bourbon-barrels-with-chocolate-and-coffee/5056103,13.6,N/A,4.15,2200,10/07/22,"In 2020, when we tasted the first version of this beer, we felt a sense of pride like never before. This feeling has persisted every year since then. Our base beer is a midnight black, full-bodied Russian imperial stout, which we then matured on freshly roasted Ethiopian variant of a Budapest specialty coffee roaster and Ghanaian cocoa beans. All this was poured into freshly emptied bourbon barrels and aged for nearly a year to reach its most beautiful form. Enjoy this splendid beer!2020-ban amikor megkóstoltuk ennek a sörnek az első verzióját, akkor olyan büszkeség fogott el bennünket, mint előtte még soha. Ezt az érzést azóta is minden évben érezzük. Az alapsörünk egy éjfekete, testes russian imperial stout, amit egy budapesti specialty kávépörkölő frissen pörkölt etiópiai variánsán és ghánai kakaóbabon érleltünk utána. Mindezt frissen ürített bourbon hordókba fejtettük és érleltük közel egy évig, hogy elérje a legszebb formáját. ",hungary,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,4534894,HORIZONT Brewing,Night Shift Vintage 2021 Double Baltic Porter Aged In Bourbon Barrels,Porter - Imperial / Double Baltic,https://untappd.com/b/horizont-brewing-night-shift-vintage-2021-double-baltic-porter-aged-in-bourbon-barrels/4534894,14.0,N/A,4.15,1491,10/05/21,Double Mashed Baltic Porter aged in Bourbon Barrels. ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
