nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text
48,2638214,Mad Scientist,Double Hoperator,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/mad-scientist-double-hoperator/2638214,7.5,66,3.84,2252,05/06/18,"Double Dry Hopped Madness following the footsteps of our SMOOTH HOPERATOR first released in the May of 2018 with 8% of abv, the second batch followed in the June of 2020, while the third batch came out of the tanks in the November of 2021 with the abv of 7,5% "
49,4719027,UGAR Brewery,Trailer #003 - Point of No Return,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-003-point-of-no-return/4719027,9.1,N/A,3.84,231,02/17/22, 
0,6137311,UGAR Brewery,Trailer #030 - Naughty Nectar,IPA - Milkshake,https://untappd.com/b/ugar-brewery-trailer-030-naughty-nectar/6137311,8.8,N/A,3.81,317,01/24/25,"Milkshake NEIPA with apricot and vanilla.hops:mosaic, nectaron "
1,5826669,Brew Your Mind,Candy Flip - Cantaloupe,IPA - Milkshake,https://untappd.com/b/brew-your-mind-candy-flip-cantaloupe/5826669,7.0,N/A,3.8,805,05/13/24,Ábrahám Máté barátunkkal közös projektünk legújabb tagja ez a SÁRGADINNYÉVEL és LAKTÓZzal készült milkshake IPA.  
2,3196247,Mad Scientist,Martin & Lewis,IPA - Milkshake,https://untappd.com/b/mad-scientist-martin-and-lewis/3196247,7.1,N/A,3.79,642,04/26/19,"Vanilla milkshake IPA""When Mia orders a $5 shake from waiter “Buddy Holly” (Steve Buscemi), he asked if she wanted it “Martin and Lewis or Amos and Andy?” He is referring to two comedy duos — Dean Martin and Jerry Lewis, two white dudes; and the Amos ‘n Andy Show, two black guys. Basically, he’s asking her if she wants a vanilla shake or a chocolate shake. (She opts for vanilla.)"" "
3,5782676,LöWOLF Craft Beer Co.,Moana KötengiTengi,IPA - Milkshake,https://untappd.com/b/lowolf-craft-beer-co-moana-kotengitengi/5782676,5.4,14,3.74,307,04/09/24,"DDH New Zealand (Rakau, Motueka) Milkshake Hazy IPA    (LöWOLF - Hoppy Juice series: 3th)• EN: It’s brewed with two great NZ hops: Rakau, MotuekaWe also added some lactose to make the mounthfeel even skiller.    • HU: Két különéeges új-zélandi komlóval (Rakau, Motueka) készítettük, amely mellé adtunk még egy kis laktózt is, hogy a kortyérzet még selymesebb legyen. "
4,6376334,LöWOLF Craft Beer Co.,Almost Hawaii,IPA - Milkshake,https://untappd.com/b/lowolf-craft-beer-co-almost-hawaii/6376334,6.2,21,3.72,250,08/14/25,"EN: Our favorite hop trio – Nectaron, El Dorado, and Sabro – brings the flavors of Hawaii to life (with no added fruit). The tropical character comes purely from exotic hops, expressive yeast, a hint of hibiscus, and a touch of lactose for that silky mouthfeel. One sip, and you're on island time.HU: Kedvenc komlótriónk – Nectaron, El Dorado és Sabro – ezúttal Hawaii ízeit idézi meg (gyümölcs hozzáadása nélkül). A trópusi karakterről csupán az egzotikus komlók, az élesztő, egy csipetnyi hibiszkusz, valamint a selymes kortyérzetről a laktóz gondoskodik. Egy korty, és máris a szigetekre repülsz. "
5,3379921,Zentus Craft Beer,Don't Try So Hard #2,IPA - Milkshake,https://untappd.com/b/zentus-craft-beer-don-t-try-so-hard-2/3379921,7.0,N/A,3.7,201,08/12/19,"Apricot Milkshake IPAwater, barley malt, flaked oats, 100 kg home-grow apricot, hops (Galaxy, Mosaic, Citra), lactose, yeast, "
6,6312986,UGAR Brewery,Trailer #039 - Melon Mirage,IPA - Milkshake,https://untappd.com/b/ugar-brewery-trailer-039-melon-mirage/6312986,7.9,N/A,3.69,221,06/21/25,Milkshake NEIPA with Galaxy Spectrum and Nectaron hops and added cantaloupes and vanilla. 
7,2928586,Mad Scientist,Goodbye Moonmen,IPA - Milkshake,https://untappd.com/b/mad-scientist-goodbye-moonmen/2928586,5.8,N/A,3.68,282,11/06/18,Banana cheesecake pale ale to be exact. Enjoy.  
8,2720725,Mad Scientist,Chill Haze,IPA - Milkshake,https://untappd.com/b/mad-scientist-chill-haze/2720725,7.0,N/A,3.68,1294,06/27/18,"Passion Fruit Smoothie IPAThe first batch has been 5,3% back in the June of 2018, now we added a little bit of more magic to push the abv up to 7% for the 2nd batch during the December of 2020. Cheers! "
9,4832405,Viharsarok Sörfőzde,Túrós Batyu,IPA - Milkshake,https://untappd.com/b/viharsarok-sorfozde-turos-batyu/4832405,6.0,N/A,3.67,153,05/07/22,"Képzeld el, ahogyan kora reggel egy pékség előtt sétálva a frissen sült túrós batyu tejszínes, lágy és édes illata hívogat. Ez a Viharsarok túrós batyu Milkshake IPA első kortya, melyben a krémesen komlós ízek dominálnak és együtt kerekednek le, hogy a valódi vaníliával a bársonyos túrós batyu hamisítatlan ízét adják. "
10,5220335,LöWOLF Craft Beer Co.,Seagull Coast,IPA - Milkshake,https://untappd.com/b/lowolf-craft-beer-co-seagull-coast/5220335,5.8,31,3.65,260,02/02/23,DDH Milkshake HAZY IPA. 
11,4841251,HopTop Brewery,Tropical Swinger Club Milkshake,IPA - Milkshake,https://untappd.com/b/hoptop-brewery-tropical-swinger-club-milkshake/4841251,5.0,10,3.57,1841,05/14/22,"The 2022 version of the HopTop classical flagship Fruit IPA. Tropical fruits, lactose, kveik. So fruity! "
12,3884973,Reketye Brewing Co.,Lotus,IPA - Milkshake,https://untappd.com/b/reketye-brewing-co-lotus/3884973,6.5,90,3.57,395,07/23/20, 
13,4243386,Viharsarok Sörfőzde,EGGNOG,IPA - Milkshake,https://untappd.com/b/viharsarok-sorfozde-eggnog-viharsarok-and-one-beer-collab/4243386,6.3,N/A,3.56,352,03/29/21,"Ez a sörünk a Viharsarok & One Beer közös ötletéből született. Az autentikus tojáslikőr inspirálta fűszereket (vanília, fahéj, szerecsendió, kardamom, szegfűszeg) bátran egészítettük ki némi komlókeserűséggel. A kveik élesztő a számára megfelelő extrém magas, szinte már forrónak számító 40°C-os erjesztési hőmérsékleten elképesztő gyümölcsösséget eredményezett. A krémes textúráért elsősorban a nagy mennyiségű zabpehely és zabmaláta felel. A laktóz telt szájérzetet, édes ízeket hoz, ami jól működik a természetes vanília kivonattal.Az eggnog gyakran citrom- vagy narancshéjjal szórt, ez inspirálta a hidegoldali komlózást, ami egyúttal ködös, dzsúzos megjelenést is kölcsönöz a sörnek. "
14,3325580,Zip's Brewhouse,69,IPA - Milkshake,https://untappd.com/b/zip-s-brewhouse-69/3325580,6.0,28,3.54,228,07/11/19,Szőlőmust hozzáadásával készült világos sör. 
15,3068050,Hedon,Uncle John,IPA - Milkshake,https://untappd.com/b/hedon-uncle-john/3068050,7.3,61,3.47,606,02/05/19, 
16,5451682,HopTop Brewery,Funky Munky,IPA - Milkshake,https://untappd.com/b/hoptop-brewery-funky-munky/5451682,4.6,N/A,3.44,296,07/20/23,"HopTop Brewery (Budapest, Hungary) & CraftCentral.ie (Dublin, Ireland) collab brew.Smooth and fruity Apricot lactose-free milkshake IPA with a creamy mouthfeel.A real flavour bomb based on a light IPA. The taste is dominated by the fruitiness of apricots, but it does not lose its true IPA character. Its real specialty is that despite being a milkshake IPA, it is LACTOSE FREE, as it gets its silkiness from almond milk and its sweet undertone from vanilla!Tropical flavours balanced with a mild bitterness, extra juicy, rounded off with a creamy, soft and velvety mouthfeel that reminds of a milkshake.Take a sip and enjoy! "
17,3938223,HopTop Brewery,Take A Shake,IPA - Milkshake,https://untappd.com/b/hoptop-brewery-take-a-shake/3938223,4.0,N/A,3.29,977,08/28/20,Strawberry-coconut milkshake IPA. The aroma of strawberry and coconut is enhanced by the sweetness of lactose in the beer. The dry-hopping process with Sabro completes the taste perfectly.Epres kókuszos milkshake IPA. Az eper és a kókusz aromáját a laktóz édessége emeli ki a sörből. A hozzáadott Sabro hidegkomló teszi teljessé az ízvilágot. 
0,5687612,Brew Your Mind,Steep Dreaming,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-steep-dreaming/5687612,7.0,N/A,4.11,1225,01/21/24,Hazy IPA Citra és Riwaka komlóval. A Keep Dreaming sörünk dupla ipa szinten komlózott változata. 
1,6082610,Brew Your Mind,Rising Fall,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-rising-fall/6082610,7.0,70,4.06,801,12/04/24,"Crafted with Peacharine hops a standout New Zealand variety that recently made its debut. We believe Peacharine has incredible potential, bringing a unique profile to this IPA. "
2,5623403,Brew Your Mind,Human Experiment FORTY,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty/5623403,7.0,N/A,4.04,320,11/28/23,"Kísérleti sorozatunk tagja, melyben egy új-zélandi komlót a Peacharine-t használtuk. "
3,5586510,Brew Your Mind,Blue Echo,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-blue-echo/5586510,6.7,N/A,4.03,1228,10/30/23,Hazy IPA Citra és Motueka komlóval. A Green Echo könnyedebb változata. 
4,4616393,Reketye Brewing Co.,Le Tits Forever,IPA - New England / Hazy,https://untappd.com/b/reketye-brewing-co-le-tits-forever/4616393,8.3,N/A,4.0,738,11/29/21,"A nagysikerű LE TITS NOW folytatása, Med Scientist re-kollab.Sokak kedvenc The Bruce komlós neipája most LE TITS FOREVER néven újra lázba hozza a várost, (a Bolygót!) Teste sűrű és mégis játszi könnyedséggel csúszik le, miközben a komlók orgiája miatt elpirulsz, és egy kicsit szégyeneld magad, mert túl hevesen reagált a tested. "
5,5944739,Brew Your Mind,Nexion,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-nexion/5944739,7.0,N/A,3.99,261,08/13/24,"Mckenzie, Simcoe, Cascade és Citra komlókkal készült hazy IPA, melyet az egyik jól bevált élesztő kombinációnkkal készítettünk el szekszárdi főzdénkben. "
6,2463379,Brew Your Mind,Bright Lies,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-bright-lies/2463379,6.5,N/A,3.99,6293,01/06/18,"New England inspired IPA with lots of oat malt, extra pale malt, citra and mosaic hops. "
7,5687246,Brew Your Mind,Human Experiment FORTY TWO,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-two/5687246,7.0,N/A,3.97,256,01/21/24,"Kísérleti sorozatunk legújabb tagja, melyben 4 féle komlót használtunk (Citra, Mosaic, Simcoe, Nelson Sauvin). A sör alapja ugyanaz, mint a Human Experiment FORTY-nak. "
8,5917496,Brew Your Mind,Summer Nectar,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-summer-nectar/5917496,6.0,N/A,3.96,1421,07/22/24,Nectaron és Citra komlóval komlózott DDH IPA. 
9,6254105,Brew Your Mind,Bright Lies - Riwaka,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-bright-lies-riwaka/6254105,6.5,N/A,3.95,443,05/05/25,"Szalmasárga színű szűretlen IPA sörünk citra és mosaic komlóval, melybe ezúttal Riwaka Amplifire komlókivonat is került hidegkomlózáskor. "
10,4947922,Brew Your Mind,Trusted Friend,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-trusted-friend/4947922,7.0,N/A,3.94,592,07/25/22,Hazy IPA Citra és Strata komlóval. 
11,5917493,Brew Your Mind,Human Experiment FORTY SIX,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-six/5917493,6.0,N/A,3.94,220,07/22/24,"Hazy IPA melyben Citra-t és Magyarországon termelt (Nugget, Comet és Cascade) komlót használtunk. A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. "
12,3650620,Mad Scientist,Le Tits Now,IPA - New England / Hazy,https://untappd.com/b/mad-scientist-le-tits-now/3650620,8.3,N/A,3.93,1089,01/31/20,"A collab with our friend Zoli of Reketye Brewing, brewed with ""The Bruce"" by Freestyle Hops "
13,5428889,Brew Your Mind,Simple Memories,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-simple-memories/5428889,6.0,N/A,3.93,1346,07/03/23,Ebben a söritalban kedvenc komlóinkat (Citra és Nelson) helyezzük előtérbe egyszerű maláta profil mellett. Only Memories IPA sörünk könnyedebb verziója. 
14,6014038,Brew Your Mind,Mátra Riesling Grape - 2024,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-matra-riesling-grape-2024/6014038,7.0,N/A,3.92,284,10/09/24,"Major Levente abasári borász barátunk 2024-as bio Olaszrizling szőlőmustjával együtt erjesztett hazy IPA amerikai és új-zélandi komlókkal.7% 0,44l "
15,6356516,Brew Your Mind,Original Kitty,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-original-kitty/6356516,6.7,N/A,3.92,272,07/28/25,"A szegedi Cirmi Gastropub 10. szülinapjára készült sörital. Simcoe, Mosaic és Motueka komlókkal. Közös recept Ábrahám Máté barátunkkal. "
16,6680407,Brew Your Mind,Cashmore,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-cashmore/6680407,6.5,N/A,3.91,392,04/20/26,"Legújabb hazy IPA sörünk gazdag, zabmalátás alapra épül, amely telt kortyérzetet biztosít. Hidegkomlózásához a Citra mellett Magyarországon, Tamásiban termesztett Cashmere komlót használtunk. "
17,6211540,Brew Your Mind,Human Experiment FIFTY FOUR,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty-four/6211540,6.8,N/A,3.91,258,04/01/25,"Kísérleti sorozatunk ezen tagjában Vista, Mosaic és Nelson komlóthasználtunk egyszerű malátaprofil mellett (lager maláta + búzapehely),és egy semleges ízprofilú élesztővel erjesztettük.A címkén ezúttal Drabik Tamás @drabiktamas  ""Árnyék-Alak"" című alkotása szerepel. "
18,6331272,Brew Your Mind,HUNiverzum,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-huniverzum/6331272,5.8,N/A,3.91,461,07/07/25,"Közös projektünk a cseh Falkon-nal egy zab- és rozsmalátával főzött nem túl erős, de tartalmas IPA, melyet izgalmas cseh komlókkal is hidegkomlóztunk (duplán). 8 évvel ezelőtt főztünk Csehországban egy Univerzum nevű IPA-t velük, a névválasztás innen adta magát. :) "
19,5970048,Brew Your Mind,Bright Lies Summer Edition,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-bright-lies-summer-edition/5970048,5.5,N/A,3.9,260,09/03/24, 
20,6366646,Gravity Brewing,Perihelion: Rakau - DDH Hazy IPA,IPA - New England / Hazy,https://untappd.com/b/gravity-brewing-perihelion-rakau-ddh-hazy-ipa/6366646,7.0,41,3.89,156,08/06/25,"After Nebula and Cosmic Dust, we're launching a brand new hazy series: Perihelion is a bolder, higher-ABV lineup where each release puts the spotlight on a single standout hop.The first in the series features Rakau, which brings huge aromas of red plum and ripe apricot. This rich orchard fruit base is reinforced with the classic notes of Citra and Simcoe, adding juicy mango and zesty yuzu to the mix. "
21,5341637,Szent András Sörfőzde,TesztAndrás Beta.36,IPA - New England / Hazy,https://untappd.com/b/szent-andras-sorfozde-tesztandras-beta-36/5341637,7.0,55,3.89,277,05/02/23,"Hazánk első forralás nélkül készült kisüzemi hazy raw IPÁ-ja kirívó fehérjetartalommal és koncentrált komlózással olyannyira népszerű lett, hogy elkészítettük ennek valódi mangóval és habanero paprikával felturbózott változatát. Az eredmény magáért beszél. A Beta.36 egy szemtelenül testes, igazán krémes ízorgia, ami a mangó és a komlók trópusi gyümölcsös jegyeivel kápráztat el. A habanero pedig segít a korty lecsengésében, ezzel maradandóvá téve az amúgy is különleges sörélményt. "
22,5402471,UGAR Brewery,Trailer #014 - Summer Juice,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-014-summer-juice/5402471,6.8,N/A,3.88,248,06/15/23, 
23,4062115,Hajnali Sörfőzők,Dreaming of Clouds,IPA - New England / Hazy,https://untappd.com/b/hajnali-sorfozok-dreaming-of-clouds/4062115,6.0,9,3.87,1064,11/20/20, 
24,3291842,Zentus Craft Beer,Too Many PLAYERS On The Ice,IPA - New England / Hazy,https://untappd.com/b/zentus-craft-beer-too-many-players-on-the-ice/3291842,6.5,70,3.87,448,06/21/19,"Too Many PLAYERS On The Ice    TDH NEIPA - Zentus x KEG SörmüvhàzHeadbrewer: Dàniel KissRecipe: KEG Crew (Àron Donàth, Dàniel Incze)                     Triple Dry-Hopped New England motivated IPA------------------------------------------------------Összetevők: ivóvíz, árpamaláta, búzapehely,zabpehely, komló, sörélesztőIngredients: water, barley malt, flaked wheat,flaked oats, hops, yeast.Hops: Callista, El Dorado, Azacca,Mosaic LupuLN2, Warrior, Amarillo "
25,6437918,Brew Your Mind,Mátra Riesling Grape - 2025,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-matra-riesling-grape-2025/6437918,7.0,N/A,3.86,330,10/06/25,Major Levente abasári borász barátunk 2025-ös bio Olaszrizling szőlőmustjával együtt erjesztett hazy IPA amerikai és új-zélandi komlókkal. 
26,4146278,Fehér Nyúl,CityZen,IPA - New England / Hazy,https://untappd.com/b/feher-nyul-cityzen/4146278,5.6,N/A,3.86,354,01/18/21,"Trópusi gyümölcsök ízei jelennek meg ebben a kifejezetten selymes NEIPA-ban, amiért a Cryo Simcoe - Citra – Amarillo triumvirátusa a felelős. Tropical fruits’ flavors appear in this especially silky NEIPA, for which the triumvirate of Cryo Simcoe – Citra – Amarillo is responsible.Címke szöveg: Mi a harmónia?Eme doboz polgárainak, a citrusos és gyümölcsös komlók aromantikus együttélése. Ez az élet nem keserű! "
27,3484718,Brew Your Mind,Where Is My Galaxy?,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-where-is-my-galaxy/3484718,6.5,N/A,3.86,527,10/17/19, 
28,6255375,HORIZONT Brewing,Selfish Games - Skybreaker,IPA - New England / Hazy,https://untappd.com/b/horizont-brewing-selfish-games-skybreaker/6255375,6.0,N/A,3.85,1323,05/07/25,"Megszokott minőségű Horizont NE IPA nem megszokott komlóprofillal, hiszen kizárólag új-zélandi szüretelésű Superdelic, Nectaron és Cascade komlókat használtunk ehhez a sörünkhöz. Az eredmény egy szuper ködös, szuper gyümölcsös, szuper friss New England IPA lett, az új kedvencünk. Horizont’s usual high-quality NEIPA with an unusual twist – this time, we used only New Zealand-grown hops: Superdelic, Nectaron, and Cascade. The result is a super hazy, super fruity, super fresh New England IPA – our new favorite. "
29,4318324,Hajnali Sörfőzők,Aurora,IPA - New England / Hazy,https://untappd.com/b/hajnali-sorfozok-aurora/4318324,6.5,N/A,3.85,234,05/18/21,"Amikor tudod, hogy a vad és kíméletlenéjszaka elragad, ne feledd,a hajnali istennője az, ki megragad!(Mert az éj sötét és tele van iszonyattal.) "
30,4212989,Hajnali Sörfőzők,Fogra39,IPA - New England / Hazy,https://untappd.com/b/hajnali-sorfozok-fogra39/4212989,6.0,N/A,3.85,596,03/09/21,"Egy kóstoló a Paradicsom mérgéből, melynek már most függője vagy, így már te is  toxikus lettél. "
31,3997939,FIRST Craft Beer,Sup Bro,IPA - New England / Hazy,https://untappd.com/b/first-craft-beer-sup-bro/3997939,6.8,58,3.85,318,10/08/20,"Ellenálhatatlan, eddig ismeretlen illatokat és ízeket kínál 'Sup Bro, idei Single Hop NEIPA-nk. Az alig két éve kitenyésztett, máig főleg kísérleti komlóként ismert Sabrot használtuk New England IPA-nk egyetlen komlójaként, hogy a rá jellemző, máshoz szinte nem is hasonlítatható aromákkal töltsük fel szaglószerveinket. Elsősorban mandarinos, enyhén kókuszos, nyomokban fenyős jegyekre számíthatunk - rá is játszottunk, hiszen DDH IPA-ként közel 24 gramm / liter komlózásával egy igazi IPA-bombát kaptunk. "
32,3860609,Fehér Nyúl,Hyperblast,IPA - New England / Hazy,https://untappd.com/b/feher-nyul-hyperblast/3860609,6.2,25,3.85,321,07/06/20,"DDH NEIPA Tudod milyen az, amikor nem elég? Amikor még több komlóra és még több malátára vágysz! Az első korty után jön a robbanás! "
33,5926325,Brew Your Mind,Peach Please... 2024 Summer Edition,IPA - New England / Hazy,https://untappd.com/b/brew-your-mind-peach-please-2024-summer-edition/5926325,5.5,N/A,3.84,180,07/29/24,Peach Please... IPA sörünk 1%-al könnyedebb verziója. 
34,6637873,Unity Bar & Brewery,Another Hazy Day #16,IPA - New England / Hazy,https://untappd.com/b/unity-bar-and-brewery-another-hazy-day-16/6637873,5.5,40,3.84,197,03/17/26,"Hazy IPA sorozatunk új tagja.Felhasznált komlók: Nelson Sauvin, Simcoe.Aromájában tórpusi gyümis, citrusos, vágott füves, kenderes jegyek uralkodnak. Juicy mégis ivós. "
35,6472675,Gravity Brewing,Cosmic Dust: Riwaka - Thiolized IPA,IPA - New England / Hazy,https://untappd.com/b/gravity-brewing-cosmic-dust-riwaka-thiolized-ipa/6472675,5.0,31,3.84,165,10/30/25,"The newest incarnation of Cosmic Dust is here! This brew combines the transformative power of IRC7 yeasts with a selection of New Zealand Riwaka hops and the Mega Terps blend.Cosmic Dust: Riwaka unites the vinous notes of Marlborough Sauvignon Blanc grapes with classic New Zealand hop character. Replacing the previous version's Nelson Sauvin and Motueka, fresh Riwaka hops and the Mega Terps blend are the new focus. Mega Terps is a purpose-built, thiol-rich blend of Southern Cross, Motueka, and Rakau hops. These headline varietals combine with a big dose of mash hops and Phantasm precursors to unlock maximum rich tropical aromas across the brewing process.The result is an almost magical blend of typical New Zealand hop character: lime zest, wildflower blossoms, sweet nectarine. All this, along with the rich thiol complexity of Sauvignon Blanc grapes, freshly cut grass, and ripe, floral guava. "
36,5066584,Mad Scientist,QDH Madhouse,IPA - New England / Hazy,https://untappd.com/b/mad-scientist-qdh-madhouse/5066584,6.1,N/A,3.84,1026,10/14/22,After MADHOUSE and DDH MADHOUSE we're presenting QDH MADHOUSE for the 2nd birthday of Madhouse Budapest Craft Beer Bar & Bistro! 
37,6186306,HORIZONT Brewing,Hazy Queen - Superdelic Edition,IPA - New England / Hazy,https://untappd.com/b/horizont-brewing-hazy-queen-superdelic-edition/6186306,6.0,N/A,3.84,501,03/10/25,"A Hazy Queen egy különleges csavarral!A megszokott komlók mellett beletettünk egy szép adag Superdelic-et is, ettől még gyümölcsösebb, még zamatosabb lett az egész. Hazy Queen with a special twist! Besides the hops we always add to our flagship beer, we decided to try it with a nice amount of Superdelic hops. Thus the fruitier and even tastier version! "
38,5979349,Reketye Brewing Co.,Hop Nebula,IPA - New England / Hazy,https://untappd.com/b/reketye-brewing-co-hop-nebula/5979349,7.0,35,3.83,175,09/11/24,27gr/liter nelson sauvin selected lot. Integalactic birthday ipa brewed for the 10th anniversary 
39,6536378,UGAR Brewery,Trailer #045 - MAJESTIC FUSION,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-045-majestic-fusion/6536378,8.0,N/A,3.83,259,12/18/25,"DOUBLE NEW ENGLAND IPAHops: nectaron, mosaic, nectaron cryo "
40,4577064,UGAR Brewery,Trailer #001 - The Golden One,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-001-the-golden-one/4577064,7.4,N/A,3.83,241,11/03/21, 
41,6389485,HORIZONT Brewing,Tales From Canada,IPA - New England / Hazy,https://untappd.com/b/horizont-brewing-tales-from-canada/6389485,6.0,N/A,3.83,653,08/25/25,"Egy Hazy IPA, ami egyszerre repít el Kanadába, Új-Zélandra és Budapestre.Nelson Sauvin szőlős-gyümölcsös eleganciája, Superdelic trópusi csavara és Citra örök citrusossága húzza a fő vonalat – mi pedig rátettünk még egy lapáttal. Hátizsáknyi kanadai élmény, pár elcsent trükk, és annyi komló, amit józan ésszel már nem lehetne indokolni (nem is próbáltuk).-A Hazy IPA that takes you to Canada, New Zealand and Budapest in one sip?Nelson Sauvin brings the grape-and-fruit elegance, Superdelic adds a tropical twist, and Citra lays down that juicy citrus punch – and then we just kept going.A backpack full of Canadian experiences, a few borrowed tricks, and more hops than common sense would allow (not that we ever tried to stop). "
42,4845258,UGAR Brewery,Trailer #005 - Quintesszencia,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-005-quintesszencia/4845258,6.9,N/A,3.83,211,05/17/22, 
43,5558875,UGAR Brewery,Trailer #016 - Passion For Dank,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-016-passion-for-dank/5558875,5.6,N/A,3.83,255,10/09/23, 
44,4958360,UGAR Brewery,Trailer #006 - Sex On The Puszta,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-006-sex-on-the-puszta/4958360,6.6,N/A,3.83,279,08/01/22, 
45,5052352,Szent András Sörfőzde,TesztAndrás Beta.30,IPA - New England / Hazy,https://untappd.com/b/szent-andras-sorfozde-tesztandras-beta-30/5052352,7.0,56,3.83,242,10/04/22,"Hazánk első forralás nélkül készült kisüzemi hazy raw IPÁ-ja, kirívó fehérjetartalommal, koncentrált Citra Lupomax és Galaxy komlózással. Egy új komlófeldolgozási technikájának köszönhetően a Lupomax komlótobozokat a feldolgozás során nem csak ledarálják és összepréselik, de a zöld növényi részek jelentős részét leválasztják a komló terméséről, hiszen azok nem tartalmaznak lupulint, illóolajokat, alfa-savakat és semmi egyéb aromáért felelős anyagot. A pelletek mérete és súlya nem változik, de az aromáért felelős anyagok - főleg a lupulin - koncentrációja jelentősen megnő. Így lesz a Beta.30 egy szemtelenül testes, igazán krémes, trópusi gyümölcsös jegyeket kidomborító hazy IPA, a modern komlók elsöprő erejével. "
46,5697140,UGAR Brewery,Trailer #018 - Cryo Heaven,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-018-cryo-heaven/5697140,7.5,N/A,3.82,286,01/31/24,"In the land of UGAR Brewery, where the Trailer rivers flow,A brewer's art, a tale to bestow.Number #18 a crafty concoction, a hoppy delight,A symphony of flavors, a beer lover's flight.Cryo hops lured us to into a dance to embrace,The frozen essence to be released, for every hophead's grace.Bursting with tropical notes, like a sunlit shore,A New England IPA, with all the lupulin we adore. "
47,5976517,UGAR Brewery,Trailer #25 - A New Dawn Rises,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-25-a-new-dawn-rises/5976517,7.2,N/A,3.82,291,09/08/24,"A TRAILER sorozat következő tagja nagyrészt új-zélandi komlókkal készült. A sör három különleges komlófajtával lett komlózva, amelyek intenzív trópusi aromákat adnak a sörnek. A Cryo Mosaic komló különösen intenzív mangó- és citrusaromát ad, míg a Nectaron és a Superdelic komló is hozzájárul a sör komplex és gazdag ízvilágához. Az új  Pomona (A fán termő gyümölcsök istennője)  élesztő teszi igazán különlegessé, krémes textúrát és a gazdag, trópusi aromákat kölcsönöz a sörnek. "
48,5121058,HORIZONT Brewing,Traveling Monkey Time Warp,IPA - New England / Hazy,https://untappd.com/b/horizont-brewing-traveling-monkey-time-warp/5121058,7.0,N/A,3.82,1194,11/17/22,"A norvég Monkey Brew főzdével együttműködésben készült NEIPA, melyhez a Yakima Chief Cryo Pop nevű komlóját használtuk fel. A fenntarthatóság és technológiai újítás jegyében fejlesztett komló masszív virágos, gyümölcsös ízvilágot ad a sörnek. Brewed with our friends from Monkey Brew (Norway), we used Yakima Chief's high-end hops, Cryo Pop for this citrusy, fruity NEIPA.   "
49,6083490,UGAR Brewery,Trailer #028 Juicy Bombs,IPA - New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-028-juicy-bombs/6083490,7.0,N/A,3.82,271,12/05/24,"NEIPA Pomona élesztővel, Cryo Pop, Strata, Krush és Nectaron komlókkal.  "
0,6531895,Brewing Vibes Brewery,Baby On Board,IPA - New Zealand,https://untappd.com/b/brewing-vibes-brewery-baby-on-board/6531895,7.2,N/A,3.8,248,12/14/25,"Rakau, Riwaka, Motueka Cryo "
1,6101669,UGAR Brewery,Post Holiday Blues,IPA - New Zealand,https://untappd.com/b/ugar-brewery-post-holiday-blues/6101669,5.2,N/A,3.74,168,12/20/24, 
